CO_PER_ROL,CONAME,CEOANN,AGE,TDC2,GVKEY,EXECID,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,SICDESC,INDDESC,SPCODE,TICKER,SPINDEX,SIC
36060,CHIPOTLE MEXICAN GRILL INC,CEO,51,24909.076,165914,34304,2016,2005-01-01,1993-01-01,2017-11-01,EATING PLACES,Restaurants,SP,CMG,2530,5812
36060,CHIPOTLE MEXICAN GRILL INC,CEO,52,11052.18,165914,34304,2017,2005-01-01,1993-01-01,2017-11-01,EATING PLACES,Restaurants,SP,CMG,2530,5812
61950,CHIPOTLE MEXICAN GRILL INC,CEO,44,17837.934,165914,49383,2018,2018-03-05,,,EATING PLACES,Restaurants,SP,CMG,2530,5812
61950,CHIPOTLE MEXICAN GRILL INC,CEO,45,25648.476,165914,49383,2019,2018-03-05,,,EATING PLACES,Restaurants,SP,CMG,2530,5812
61950,CHIPOTLE MEXICAN GRILL INC,CEO,46,83018.387,165914,49383,2020,2018-03-05,,,EATING PLACES,Restaurants,SP,CMG,2530,5812
61950,CHIPOTLE MEXICAN GRILL INC,CEO,47,87087.088,165914,49383,2021,2018-03-05,,,EATING PLACES,Restaurants,SP,CMG,2530,5812
61950,CHIPOTLE MEXICAN GRILL INC,CEO,48,11785.811,165914,49383,2022,2018-03-05,,,EATING PLACES,Restaurants,SP,CMG,2530,5812
61950,CHIPOTLE MEXICAN GRILL INC,CEO,49,53316.428,165914,49383,2023,2018-03-05,,,EATING PLACES,Restaurants,SP,CMG,2530,5812
42465,FIDELITY NATIONAL INFO SVCS,CEO,65,9644.082,165993,04433,2013,2009-10-01,,2015-01-01,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
42465,FIDELITY NATIONAL INFO SVCS,CEO,66,6307,165993,04433,2014,2009-10-01,,2015-01-01,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,49,7691.541,165993,35378,2015,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,50,38239.073,165993,35378,2016,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,51,51987.343,165993,35378,2017,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,52,35335.419,165993,35378,2018,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,53,50722.833,165993,35378,2019,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,54,54930.417,165993,35378,2020,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,55,66707.995,165993,35378,2021,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
37283,FIDELITY NATIONAL INFO SVCS,CEO,56,52157.735,165993,35378,2022,2015-01-01,,2022-12-16,COMPUTER PROCESSING AND DATA PREPARATION AND PROCE,Transaction & Payment Processing Services,SP,FIS,4020,7374
48275,META PLATFORMS INC,CEO,29,3302977.953,170617,45313,2013,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,30,6213.107,170617,45313,2014,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,31,5037.841,170617,45313,2015,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,33,9101.966,170617,45313,2017,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,34,22554.543,170617,45313,2018,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,35,23415.973,170617,45313,2019,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,36,25288.265,170617,45313,2020,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,37,26823.061,170617,45313,2021,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,38,27110.418,170617,45313,2022,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
48275,META PLATFORMS INC,CEO,39,24399.968,170617,45313,2023,2004-07-01,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Interactive Media & Services,SP,META,5020,7370
60822,DIAMONDBACK ENERGY INC,CEO,51,2164.62,170750,55737,2013,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,52,19907.391,170750,55737,2014,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,53,2350.302,170750,55737,2015,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,54,22147.761,170750,55737,2016,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,55,10280.439,170750,55737,2017,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,56,10593.388,170750,55737,2018,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,57,13854.221,170750,55737,2019,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,58,10152.471,170750,55737,2020,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,59,13529.128,170750,55737,2021,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
60822,DIAMONDBACK ENERGY INC,CEO,60,17152.47,170750,55737,2022,2012-01-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,FANG,1010,1311
46392,PHILLIPS 66,CEO,56,13138.314,170841,41249,2013,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,57,18030.969,170841,41249,2014,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,58,14636.062,170841,41249,2015,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,59,21219.839,170841,41249,2016,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,60,14429.826,170841,41249,2017,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,61,16236.905,170841,41249,2018,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,62,21624.593,170841,41249,2019,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,63,14786.31,170841,41249,2020,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
46392,PHILLIPS 66,CEO,64,21985.1,170841,41249,2021,2012-04-30,,2022-07-01,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
67804,PHILLIPS 66,CEO,60,4820.364,170841,61716,2022,2022-07-01,,,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
67804,PHILLIPS 66,CEO,61,9374.565,170841,61716,2023,2022-07-01,,,PETROLEUM REFINING,Oil & Gas Refining & Marketing,SP,PSX,1010,2911
63117,SERVICENOW INC,CEO,54,29710.641,171007,57700,2013,2011-05-02,,2017-04-03,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
63117,SERVICENOW INC,CEO,55,95336.013,171007,57700,2014,2011-05-02,,2017-04-03,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
63117,SERVICENOW INC,CEO,56,139481.732,171007,57700,2015,2011-05-02,,2017-04-03,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
63117,SERVICENOW INC,CEO,57,54459.471,171007,57700,2016,2011-05-02,,2017-04-03,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
63116,SERVICENOW INC,CEO,56,25413.01,171007,29529,2017,2017-04-03,,2019-11-18,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
63116,SERVICENOW INC,CEO,57,16682.644,171007,29529,2018,2017-04-03,,2019-11-18,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
63116,SERVICENOW INC,CEO,58,20454.715,171007,29529,2019,2017-04-03,,2019-11-18,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
64358,SERVICENOW INC,CEO,58,25124.056,171007,20625,2020,2019-11-15,,,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
64358,SERVICENOW INC,CEO,59,35310.706,171007,20625,2021,2019-11-15,,,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
64358,SERVICENOW INC,CEO,60,38502.528,171007,20625,2022,2019-11-15,,,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
64358,SERVICENOW INC,CEO,61,4828.73,171007,20625,2023,2019-11-15,,,PREPACKAGED SOFTWARE,Systems Software,SP,NOW,4510,7372
70436,PALO ALTO NETWORKS INC,CEO,47,4972.935,171067,32012,2013,2011-08-01,,2018-06-06,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70436,PALO ALTO NETWORKS INC,CEO,48,27382.162,171067,32012,2014,2011-08-01,,2018-06-06,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70436,PALO ALTO NETWORKS INC,CEO,49,128902.585,171067,32012,2015,2011-08-01,,2018-06-06,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70436,PALO ALTO NETWORKS INC,CEO,50,66421.703,171067,32012,2016,2011-08-01,,2018-06-06,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70436,PALO ALTO NETWORKS INC,CEO,51,19562.938,171067,32012,2017,2011-08-01,,2018-06-06,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70436,PALO ALTO NETWORKS INC,CEO,52,57107.661,171067,32012,2018,2011-08-01,,2018-06-06,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70429,PALO ALTO NETWORKS INC,CEO,51,23885.839,171067,39724,2019,2018-06-06,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70429,PALO ALTO NETWORKS INC,CEO,52,2206.785,171067,39724,2020,2018-06-06,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70429,PALO ALTO NETWORKS INC,CEO,53,23283.858,171067,39724,2021,2018-06-06,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70429,PALO ALTO NETWORKS INC,CEO,54,10410.477,171067,39724,2022,2018-06-06,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
70429,PALO ALTO NETWORKS INC,CEO,55,244010.113,171067,39724,2023,2018-06-06,,,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Systems Software,SP,PANW,4510,7370
47460,FIRST SOLAR INC,CEO,50,3690.272,175404,44576,2013,2012-05-01,,2016-06-30,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
47460,FIRST SOLAR INC,CEO,51,3776.136,175404,44576,2014,2012-05-01,,2016-06-30,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
47460,FIRST SOLAR INC,CEO,52,4527.719,175404,44576,2015,2012-05-01,,2016-06-30,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,50,4630.286,175404,31306,2016,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,51,10699.783,175404,31306,2017,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,52,7032.617,175404,31306,2018,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,53,8524.24,175404,31306,2019,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,54,8317.673,175404,31306,2020,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,55,6542.454,175404,31306,2021,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,56,7207.833,175404,31306,2022,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
45845,FIRST SOLAR INC,CEO,57,7725.497,175404,31306,2023,2016-07-01,,,SEMICONDUCTORS AND RELATED DEVICES,Semiconductors,SP,FSLR,4530,3674
36048,BROADRIDGE FINANCIAL SOLUTNS,CEO,60,4266.377,176928,15963,2013,2007-03-30,1989-01-01,2019-01-02,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
36048,BROADRIDGE FINANCIAL SOLUTNS,CEO,61,17935.055,176928,15963,2014,2007-03-30,1989-01-01,2019-01-02,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
36048,BROADRIDGE FINANCIAL SOLUTNS,CEO,62,23975.813,176928,15963,2015,2007-03-30,1989-01-01,2019-01-02,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
36048,BROADRIDGE FINANCIAL SOLUTNS,CEO,63,13498.975,176928,15963,2016,2007-03-30,1989-01-01,2019-01-02,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
36048,BROADRIDGE FINANCIAL SOLUTNS,CEO,64,31903.82,176928,15963,2017,2007-03-30,1989-01-01,2019-01-02,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
36048,BROADRIDGE FINANCIAL SOLUTNS,CEO,65,24522.871,176928,15963,2018,2007-03-30,1989-01-01,2019-01-02,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
36048,BROADRIDGE FINANCIAL SOLUTNS,CEO,66,25757.891,176928,15963,2019,2007-03-30,1989-01-01,2019-01-02,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
43028,BROADRIDGE FINANCIAL SOLUTNS,CEO,58,9107.88,176928,32299,2020,2019-01-02,,,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
43028,BROADRIDGE FINANCIAL SOLUTNS,CEO,59,25066.772,176928,32299,2021,2019-01-02,,,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
43028,BROADRIDGE FINANCIAL SOLUTNS,CEO,60,14369.739,176928,32299,2022,2019-01-02,,,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
43028,BROADRIDGE FINANCIAL SOLUTNS,CEO,61,6502.913,176928,32299,2023,2019-01-02,,,COMPUTER INTEGRATED SYSTEMS DESIGN,Data Processing & Outsourced Services,SP,BR,2020,7373
70915,BLACKSTONE INC,CEO,66,21991.142,177088,64382,2013,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,67,85888.64,177088,64382,2014,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,68,89487.817,177088,64382,2015,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,69,46968.924,177088,64382,2016,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,70,125519.429,177088,64382,2017,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,71,69147.028,177088,64382,2018,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,72,57073.953,177088,64382,2019,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,73,86380.331,177088,64382,2020,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,74,160281.754,177088,64382,2021,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,75,253122.146,177088,64382,2022,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
70915,BLACKSTONE INC,CEO,76,119784.375,177088,64382,2023,2007-03-01,,,INVESTMENT ADVICE,Asset Management & Custody Banks,SP,BX,4020,6282
68978,INSULET CORP,CEO,58,5112.719,177227,62734,2013,2003-01-01,,2014-09-16,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68978,INSULET CORP,CEO,59,5673.418,177227,62734,2014,2003-01-01,,2014-09-16,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68979,INSULET CORP,CEO,63,2843.36,177227,22542,2015,2014-09-17,,2018-12-31,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68979,INSULET CORP,CEO,64,3548.367,177227,22542,2016,2014-09-17,,2018-12-31,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68979,INSULET CORP,CEO,65,6513.754,177227,22542,2017,2014-09-17,,2018-12-31,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68979,INSULET CORP,CEO,66,8613.476,177227,22542,2018,2014-09-17,,2018-12-31,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68995,INSULET CORP,CEO,46,5714.73,177227,62750,2019,2019-01-01,,2022-06-01,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68995,INSULET CORP,CEO,47,11717.977,177227,62750,2020,2019-01-01,,2022-06-01,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
68995,INSULET CORP,CEO,48,22947.23,177227,62750,2021,2019-01-01,,2022-06-01,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
69849,INSULET CORP,CEO,59,10817.028,177227,45030,2022,2022-06-01,,,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
69849,INSULET CORP,CEO,60,10479.868,177227,45030,2023,2022-06-01,,,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Health Care Equipment,SP,PODD,3510,3845
36000,TE CONNECTIVITY LTD,CEO,58,11375.57,177267,24546,2013,2006-01-01,2004-09-01,2017-03-08,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36000,TE CONNECTIVITY LTD,CEO,59,31888.417,177267,24546,2014,2006-01-01,2004-09-01,2017-03-08,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36000,TE CONNECTIVITY LTD,CEO,60,28413.849,177267,24546,2015,2006-01-01,2004-09-01,2017-03-08,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36000,TE CONNECTIVITY LTD,CEO,61,26954.874,177267,24546,2016,2006-01-01,2004-09-01,2017-03-08,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36001,TE CONNECTIVITY LTD,CEO,49,13140.364,177267,34262,2017,2017-03-08,,,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36001,TE CONNECTIVITY LTD,CEO,50,17054.756,177267,34262,2018,2017-03-08,,,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36001,TE CONNECTIVITY LTD,CEO,51,13573.745,177267,34262,2019,2017-03-08,,,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36001,TE CONNECTIVITY LTD,CEO,52,6191.033,177267,34262,2020,2017-03-08,,,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36001,TE CONNECTIVITY LTD,CEO,53,28152.152,177267,34262,2021,2017-03-08,,,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36001,TE CONNECTIVITY LTD,CEO,54,22733.102,177267,34262,2022,2017-03-08,,,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
36001,TE CONNECTIVITY LTD,CEO,55,15537.217,177267,34262,2023,2017-03-08,,,ELECTRONIC CONNECTORS,Electronic Manufacturing Services,SP,TEL,4520,3678
35959,DISCOVER FINANCIAL SVCS,CEO,52,21171.839,177376,34228,2013,2004-02-01,,2018-10-01,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35959,DISCOVER FINANCIAL SVCS,CEO,53,8629.263,177376,34228,2014,2004-02-01,,2018-10-01,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35959,DISCOVER FINANCIAL SVCS,CEO,54,8505.928,177376,34228,2015,2004-02-01,,2018-10-01,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35959,DISCOVER FINANCIAL SVCS,CEO,55,10104.843,177376,34228,2016,2004-02-01,,2018-10-01,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35959,DISCOVER FINANCIAL SVCS,CEO,56,10199.541,177376,34228,2017,2004-02-01,,2018-10-01,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35959,DISCOVER FINANCIAL SVCS,CEO,57,10168.771,177376,34228,2018,2004-02-01,,2018-10-01,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35961,DISCOVER FINANCIAL SVCS,CEO,54,9199.851,177376,34229,2019,2018-10-01,,2023-08-14,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35961,DISCOVER FINANCIAL SVCS,CEO,55,10307.605,177376,34229,2020,2018-10-01,,2023-08-14,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35961,DISCOVER FINANCIAL SVCS,CEO,56,12087.219,177376,34229,2021,2018-10-01,,2023-08-14,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35961,DISCOVER FINANCIAL SVCS,CEO,57,10642.075,177376,34229,2022,2018-10-01,,2023-08-14,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
35961,DISCOVER FINANCIAL SVCS,CEO,58,3807.101,177376,34229,2023,2018-10-01,,2023-08-14,PERSONAL CREDIT INSTITUTIONS,Consumer Finance,SP,DFS,4020,6141
70920,LULULEMON ATHLETICA INC,CEO,46,3867.349,178015,64385,2013,2014-01-01,,2018-02-02,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,"Apparel, Accessories & Luxury Goods",SP,LULU,2520,2300
70920,LULULEMON ATHLETICA INC,CEO,47,3025.678,178015,64385,2014,2014-01-01,,2018-02-02,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,"Apparel, Accessories & Luxury Goods",SP,LULU,2520,2300
70920,LULULEMON ATHLETICA INC,CEO,48,4324.176,178015,64385,2015,2014-01-01,,2018-02-02,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,"Apparel, Accessories & Luxury Goods",SP,LULU,2520,2300
70920,LULULEMON ATHLETICA INC,CEO,49,4658.403,178015,64385,2016,2014-01-01,,2018-02-02,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,"Apparel, Accessories & Luxury Goods",SP,LULU,2520,2300
70920,LULULEMON ATHLETICA INC,CEO,50,3087.021,178015,64385,2017,2014-01-01,,2018-02-02,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,"Apparel, Accessories & Luxury Goods",SP,LULU,2520,2300
70937,LULULEMON ATHLETICA INC,CEO,46,14027.011,178015,64398,2018,2018-08-20,,,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,"Apparel, Accessories & Luxury Goods",SP,LULU,2520,2300
